domain,domain_definition,subgroup_type,subgroup,survey,survey_year,variant,source_file,source_sha256,source_documents,script,variant_note,module,item_variable,item_wording,positive_definition,estimate_type,weight_var,strata_var,psu_var,n,cases,proportion,proportion_unit,se,lo,hi,ci_method,weighted_total,weighted_population,weighted_unit,deff,rse,df,n_psu,n_strata,precision_flag,deff_note,precision_flag_original,precision_flag_revision,precision_rule_revision
ENDIDE NNA 2-17: autismo reportado y confirmado por un médico,Personas seleccionadas de 2 a 17 años con cuestionario NNA respondido por el/la responsable principal (n29_19 no perdido); numerador = n29_19 == 1 y n29a_19 == 1; edad 6-11,age_group,6-11,ENDIDE 2022,2022,both,endide_2022_adultos_cuidadores_nna.dta.zip,648490f083f432b0d321cfcb0a58e3a662e458b2e078effcf22e71729fb4f20c,libro_codigos_endide_2022.pdf; metodologia_diseno_muestral_endide_2022.pdf,study/pipeline/04_surveys.py,Idéntico en con_rett y sin_rett: el reporte de autismo no separa el síndrome de Rett,"NNA (2-17), responsable principal",n29a_19,¿Le ha dicho un médico que tiene…? Autismo (Trastorno del espectro Autista),n29a_19 == 1 (Sí); 2 = No; -99 = No responde (perdido); ítem aplicado solo si n29_19 == 1,primary,fexp,estrato,cod_upm,2131,61,0.0295372360758286,proportion (0-1) of persons in domain,0.0045462386366771,0.0218168055452509,0.0398783565162267,"logit, t with df = PSU - strata (Taylor linearisation)",45358.0,1535621.0,persons (survey expansion weights),1.536523391796052,0.153915506007601,8445,8477,32,adequate,DEFF = 1.54 (varianza de diseño / varianza MAS con el mismo n no ponderado y p del dominio); EE relativo = 15.4 %; adecuado según el umbral de 30 casos no ponderados,adequate,adequate,"Fewer than30 unweighted positives OR relative standard error greater than30%; an editorial caution, not exclusion."
ENDIDE NNA 2-17: autismo reportado y confirmado por un médico,Personas seleccionadas de 2 a 17 años con cuestionario NNA respondido por el/la responsable principal (n29_19 no perdido); numerador = n29_19 == 1 y n29a_19 == 1; edad 12-17,age_group,12-17,ENDIDE 2022,2022,both,endide_2022_adultos_cuidadores_nna.dta.zip,648490f083f432b0d321cfcb0a58e3a662e458b2e078effcf22e71729fb4f20c,libro_codigos_endide_2022.pdf; metodologia_diseno_muestral_endide_2022.pdf,study/pipeline/04_surveys.py,Idéntico en con_rett y sin_rett: el reporte de autismo no separa el síndrome de Rett,"NNA (2-17), responsable principal",n29a_19,¿Le ha dicho un médico que tiene…? Autismo (Trastorno del espectro Autista),n29a_19 == 1 (Sí); 2 = No; -99 = No responde (perdido); ítem aplicado solo si n29_19 == 1,primary,fexp,estrato,cod_upm,2342,40,0.0168365963071952,proportion (0-1) of persons in domain,0.0030340688361866,0.0118147752494027,0.0239412079175217,"logit, t with df = PSU - strata (Taylor linearisation)",27995.0,1662747.0,persons (survey expansion weights),1.3024400636966793,0.180206781752558,8445,8477,32,adequate,DEFF = 1.30 (varianza de diseño / varianza MAS con el mismo n no ponderado y p del dominio); EE relativo = 18.0 %; adecuado según el umbral de 30 casos no ponderados,adequate,adequate,"Fewer than30 unweighted positives OR relative standard error greater than30%; an editorial caution, not exclusion."
ENDIDE NNA con autismo reportado: ha recibido medicamento,NNA con autismo reportado (n29_19 == 1) y respuesta válida en n29b_19; -99 excluido,total,total,ENDIDE 2022,2022,both,endide_2022_adultos_cuidadores_nna.dta.zip,648490f083f432b0d321cfcb0a58e3a662e458b2e078effcf22e71729fb4f20c,libro_codigos_endide_2022.pdf; metodologia_diseno_muestral_endide_2022.pdf,study/pipeline/04_surveys.py,Idéntico en con_rett y sin_rett: el reporte de autismo no separa el síndrome de Rett,"NNA (2-17), responsable principal",n29b_19,¿Ha recibido medicamento para...? Autismo (Trastorno del espectro Autista),n29b_19 == 1 (Sí); 2 = No; -99 = No responde (perdido),secondary,fexp,estrato,cod_upm,153,74,0.5256793030374382,proportion (0-1) of persons in domain,0.0482539359885852,0.4312995211104977,0.6182593171281848,"logit, t with df = PSU - strata (Taylor linearisation)",55814.0,106175.0,persons (survey expansion weights),1.4287754011403755,0.0917934864655468,8445,8477,32,adequate,DEFF = 1.43 (varianza de diseño / varianza MAS con el mismo n no ponderado y p del dominio); EE relativo = 9.2 %; adecuado según el umbral de 30 casos no ponderados,adequate,adequate,"Fewer than30 unweighted positives OR relative standard error greater than30%; an editorial caution, not exclusion."
ENDIDE NNA con autismo reportado: ha recibido otro tratamiento,NNA con autismo reportado (n29_19 == 1) y respuesta válida en n29c_19; -99 excluido,total,total,ENDIDE 2022,2022,both,endide_2022_adultos_cuidadores_nna.dta.zip,648490f083f432b0d321cfcb0a58e3a662e458b2e078effcf22e71729fb4f20c,libro_codigos_endide_2022.pdf; metodologia_diseno_muestral_endide_2022.pdf,study/pipeline/04_surveys.py,Idéntico en con_rett y sin_rett: el reporte de autismo no separa el síndrome de Rett,"NNA (2-17), responsable principal",n29c_19,¿Ha recibido otro tratam. para...? Autismo (Trastorno del espectro Autista),n29c_19 == 1 (Sí); 2 = No; -99 = No responde (perdido),secondary,fexp,estrato,cod_upm,153,85,0.5635601601130209,proportion (0-1) of persons in domain,0.0519573970294477,0.4604664823559595,0.6614386540835511,"logit, t with df = PSU - strata (Taylor linearisation)",59836.0,106175.0,persons (survey expansion weights),1.6792738703391474,0.0921949433384854,8445,8477,32,adequate,DEFF = 1.68 (varianza de diseño / varianza MAS con el mismo n no ponderado y p del dominio); EE relativo = 9.2 %; adecuado según el umbral de 30 casos no ponderados,adequate,adequate,"Fewer than30 unweighted positives OR relative standard error greater than30%; an editorial caution, not exclusion."
ENCAVI 15+: diagnóstico de trastorno del espectro autista,Personas de 15 años o más con respuesta válida en p4_6_1_h (1 Sí / 2 No); 8 No sabe y 9 No responde excluidos,total,total,ENCAVI 2023-2024,2023-2024,both,ENCAVI_2023_2024.dta,8616caea4441fbc4cc19b1363257dc1d11c72330e3e9efe7aa502824efb95039,manual_base_ENCAVI_2023_2024.pdf; cuestionario_ENCAVI_2023_2024.pdf,study/pipeline/04_surveys.py,Idéntico en con_rett y sin_rett: el ítem de diagnóstico no separa el síndrome de Rett,"Personas 15+ (módulo 4, salud)",p4_6_1_h,"4.6 Actualmente, ¿Ud. ha sido diagnosticado con alguno de los siguientes problemas, condición de salud o enfermedades? — Trastorno del espectro autista (nota al encuestador: diagnóstico médico tradicional)",p4_6_1_h == 1 (Sí); 2 = No; 8 = No sabe y 9 = No responde (perdidos),primary,w_personas_cal,varstrat,varunit,16484,80,0.0071255001578223,proportion (0-1) of persons in domain,0.001275154233129,0.0050070883027345,0.0101310493936068,"logit, t with df = PSU - strata (Taylor linearisation)",114816.87545013428,16113518.055864334,persons (survey expansion weights),3.7885962840272183,0.178956452864465,254,350,96,adequate,DEFF = 3.79 (varianza de diseño / varianza MAS con el mismo n no ponderado y p del dominio); EE relativo = 17.9 %; adecuado según el umbral de 30 casos no ponderados,adequate,adequate,"Fewer than30 unweighted positives OR relative standard error greater than30%; an editorial caution, not exclusion."
ENCAVI 15+: diagnóstico de trastorno del espectro autista,Personas de 15 años o más con respuesta válida en p4_6_1_h (1 Sí / 2 No); 8 No sabe y 9 No responde excluidos; sexo = Hombre,sex,Hombre,ENCAVI 2023-2024,2023-2024,both,ENCAVI_2023_2024.dta,8616caea4441fbc4cc19b1363257dc1d11c72330e3e9efe7aa502824efb95039,manual_base_ENCAVI_2023_2024.pdf; cuestionario_ENCAVI_2023_2024.pdf,study/pipeline/04_surveys.py,Idéntico en con_rett y sin_rett: el ítem de diagnóstico no separa el síndrome de Rett,"Personas 15+ (módulo 4, salud)",p4_6_1_h,"4.6 Actualmente, ¿Ud. ha sido diagnosticado con alguno de los siguientes problemas, condición de salud o enfermedades? — Trastorno del espectro autista (nota al encuestador: diagnóstico médico tradicional)",p4_6_1_h == 1 (Sí); 2 = No; 8 = No sabe y 9 = No responde (perdidos),primary,w_personas_cal,varstrat,varunit,5225,35,0.0097052732411821,proportion (0-1) of persons in domain,0.0022871598683937,0.0060961617481376,0.0154179418962181,"logit, t with df = PSU - strata (Taylor linearisation)",76607.7124710083,7893411.196908951,persons (survey expansion weights),2.843852749353606,0.2356615637248293,254,350,96,adequate,DEFF = 2.84 (varianza de diseño / varianza MAS con el mismo n no ponderado y p del dominio); EE relativo = 23.6 %; adecuado según el umbral de 30 casos no ponderados,adequate,adequate,"Fewer than30 unweighted positives OR relative standard error greater than30%; an editorial caution, not exclusion."
ENCAVI 15+: diagnóstico de trastorno del espectro autista,Personas de 15 años o más con respuesta válida en p4_6_1_h (1 Sí / 2 No); 8 No sabe y 9 No responde excluidos; sexo = Mujer,sex,Mujer,ENCAVI 2023-2024,2023-2024,both,ENCAVI_2023_2024.dta,8616caea4441fbc4cc19b1363257dc1d11c72330e3e9efe7aa502824efb95039,manual_base_ENCAVI_2023_2024.pdf; cuestionario_ENCAVI_2023_2024.pdf,study/pipeline/04_surveys.py,Idéntico en con_rett y sin_rett: el ítem de diagnóstico no separa el síndrome de Rett,"Personas 15+ (módulo 4, salud)",p4_6_1_h,"4.6 Actualmente, ¿Ud. ha sido diagnosticado con alguno de los siguientes problemas, condición de salud o enfermedades? — Trastorno del espectro autista (nota al encuestador: diagnóstico médico tradicional)",p4_6_1_h == 1 (Sí); 2 = No; 8 = No sabe y 9 = No responde (perdidos),primary,w_personas_cal,varstrat,varunit,11259,45,0.0046482562373868,proportion (0-1) of persons in domain,0.0010566639711218,0.0029695341050853,0.0072690662099807,"logit, t with df = PSU - strata (Taylor linearisation)",38209.16297912598,8220106.858955383,persons (survey expansion weights),2.717108468212273,0.2273248111029106,254,350,96,adequate,DEFF = 2.72 (varianza de diseño / varianza MAS con el mismo n no ponderado y p del dominio); EE relativo = 22.7 %; adecuado según el umbral de 30 casos no ponderados,adequate,adequate,"Fewer than30 unweighted positives OR relative standard error greater than30%; an editorial caution, not exclusion."
ENCAVI 15+: diagnóstico de trastorno del espectro autista,Personas de 15 años o más con respuesta válida en p4_6_1_h (1 Sí / 2 No); 8 No sabe y 9 No responde excluidos; edad5 = 15-19,age_group,15-19,ENCAVI 2023-2024,2023-2024,both,ENCAVI_2023_2024.dta,8616caea4441fbc4cc19b1363257dc1d11c72330e3e9efe7aa502824efb95039,manual_base_ENCAVI_2023_2024.pdf; cuestionario_ENCAVI_2023_2024.pdf,study/pipeline/04_surveys.py,Idéntico en con_rett y sin_rett: el ítem de diagnóstico no separa el síndrome de Rett,"Personas 15+ (módulo 4, salud)",p4_6_1_h,"4.6 Actualmente, ¿Ud. ha sido diagnosticado con alguno de los siguientes problemas, condición de salud o enfermedades? — Trastorno del espectro autista (nota al encuestador: diagnóstico médico tradicional)",p4_6_1_h == 1 (Sí); 2 = No; 8 = No sabe y 9 = No responde (perdidos),primary,w_personas_cal,varstrat,varunit,475,4,0.0164554935538867,proportion (0-1) of persons in domain,0.0092971185224666,0.0053687748990546,0.0493018627483702,"logit, t with df = PSU - strata (Taylor linearisation)",20185.760284423828,1226688.231399536,persons (survey expansion weights),2.536795244703124,0.5649856986678283,254,350,96,imprecise,"DEFF = 2.54 (varianza de diseño / varianza MAS con el mismo n no ponderado y p del dominio); EE relativo = 56.5 %; imprecise: menos de 30 casos no ponderados, usar solo como orden de magnitud; EE relativo > 30 %",imprecise,imprecise,"Fewer than30 unweighted positives OR relative standard error greater than30%; an editorial caution, not exclusion."
ENCAVI 15+: diagnóstico de trastorno del espectro autista,Personas de 15 años o más con respuesta válida en p4_6_1_h (1 Sí / 2 No); 8 No sabe y 9 No responde excluidos; edad5 = 20-29,age_group,20-29,ENCAVI 2023-2024,2023-2024,both,ENCAVI_2023_2024.dta,8616caea4441fbc4cc19b1363257dc1d11c72330e3e9efe7aa502824efb95039,manual_base_ENCAVI_2023_2024.pdf; cuestionario_ENCAVI_2023_2024.pdf,study/pipeline/04_surveys.py,Idéntico en con_rett y sin_rett: el ítem de diagnóstico no separa el síndrome de Rett,"Personas 15+ (módulo 4, salud)",p4_6_1_h,"4.6 Actualmente, ¿Ud. ha sido diagnosticado con alguno de los siguientes problemas, condición de salud o enfermedades? — Trastorno del espectro autista (nota al encuestador: diagnóstico médico tradicional)",p4_6_1_h == 1 (Sí); 2 = No; 8 = No sabe y 9 = No responde (perdidos),primary,w_personas_cal,varstrat,varunit,1743,28,0.0160243524939226,proportion (0-1) of persons in domain,0.0043803243609571,0.0093351644505215,0.0273742860338783,"logit, t with df = PSU - strata (Taylor linearisation)",46008.864166259766,2871183.979740143,persons (survey expansion weights),2.1210215897368996,0.273354219000015,254,350,96,imprecise,"DEFF = 2.12 (varianza de diseño / varianza MAS con el mismo n no ponderado y p del dominio); EE relativo = 27.3 %; imprecise: menos de 30 casos no ponderados, usar solo como orden de magnitud",imprecise,imprecise,"Fewer than30 unweighted positives OR relative standard error greater than30%; an editorial caution, not exclusion."
ENCAVI 15+: diagnóstico de trastorno del espectro autista,Personas de 15 años o más con respuesta válida en p4_6_1_h (1 Sí / 2 No); 8 No sabe y 9 No responde excluidos; edad5 = 30-49,age_group,30-49,ENCAVI 2023-2024,2023-2024,both,ENCAVI_2023_2024.dta,8616caea4441fbc4cc19b1363257dc1d11c72330e3e9efe7aa502824efb95039,manual_base_ENCAVI_2023_2024.pdf; cuestionario_ENCAVI_2023_2024.pdf,study/pipeline/04_surveys.py,Idéntico en con_rett y sin_rett: el ítem de diagnóstico no separa el síndrome de Rett,"Personas 15+ (módulo 4, salud)",p4_6_1_h,"4.6 Actualmente, ¿Ud. ha sido diagnosticado con alguno de los siguientes problemas, condición de salud o enfermedades? — Trastorno del espectro autista (nota al encuestador: diagnóstico médico tradicional)",p4_6_1_h == 1 (Sí); 2 = No; 8 = No sabe y 9 = No responde (perdidos),primary,w_personas_cal,varstrat,varunit,4550,30,0.0059592235633904,proportion (0-1) of persons in domain,0.0018346635011629,0.0032469889091045,0.0109122058697529,"logit, t with df = PSU - strata (Taylor linearisation)",35220.42451477051,5910237.154239655,persons (survey expansion weights),2.585415574118935,0.3078695540865289,254,350,96,adequate,DEFF = 2.59 (varianza de diseño / varianza MAS con el mismo n no ponderado y p del dominio); EE relativo = 30.8 %; adecuado según el umbral de 30 casos no ponderados; EE relativo > 30 %,adequate,imprecise,"Fewer than30 unweighted positives OR relative standard error greater than30%; an editorial caution, not exclusion."
ENCAVI 15+: diagnóstico de trastorno del espectro autista,Personas de 15 años o más con respuesta válida en p4_6_1_h (1 Sí / 2 No); 8 No sabe y 9 No responde excluidos; edad5 = 50-64,age_group,50-64,ENCAVI 2023-2024,2023-2024,both,ENCAVI_2023_2024.dta,8616caea4441fbc4cc19b1363257dc1d11c72330e3e9efe7aa502824efb95039,manual_base_ENCAVI_2023_2024.pdf; cuestionario_ENCAVI_2023_2024.pdf,study/pipeline/04_surveys.py,Idéntico en con_rett y sin_rett: el ítem de diagnóstico no separa el síndrome de Rett,"Personas 15+ (módulo 4, salud)",p4_6_1_h,"4.6 Actualmente, ¿Ud. ha sido diagnosticado con alguno de los siguientes problemas, condición de salud o enfermedades? — Trastorno del espectro autista (nota al encuestador: diagnóstico médico tradicional)",p4_6_1_h == 1 (Sí); 2 = No; 8 = No sabe y 9 = No responde (perdidos),primary,w_personas_cal,varstrat,varunit,4727,12,0.0028403554817147,proportion (0-1) of persons in domain,0.0010798645177264,0.0013425601035068,0.0059990929549252,"logit, t with df = PSU - strata (Taylor linearisation)",9782.89266204834,3444249.399424553,persons (survey expansion weights),1.946196798169448,0.3801863973288667,254,350,96,imprecise,"DEFF = 1.95 (varianza de diseño / varianza MAS con el mismo n no ponderado y p del dominio); EE relativo = 38.0 %; imprecise: menos de 30 casos no ponderados, usar solo como orden de magnitud; EE relativo > 30 %",imprecise,imprecise,"Fewer than30 unweighted positives OR relative standard error greater than30%; an editorial caution, not exclusion."
ENCAVI 15+: diagnóstico de trastorno del espectro autista,Personas de 15 años o más con respuesta válida en p4_6_1_h (1 Sí / 2 No); 8 No sabe y 9 No responde excluidos; edad5 = 65+,age_group,65+,ENCAVI 2023-2024,2023-2024,both,ENCAVI_2023_2024.dta,8616caea4441fbc4cc19b1363257dc1d11c72330e3e9efe7aa502824efb95039,manual_base_ENCAVI_2023_2024.pdf; cuestionario_ENCAVI_2023_2024.pdf,study/pipeline/04_surveys.py,Idéntico en con_rett y sin_rett: el ítem de diagnóstico no separa el síndrome de Rett,"Personas 15+ (módulo 4, salud)",p4_6_1_h,"4.6 Actualmente, ¿Ud. ha sido diagnosticado con alguno de los siguientes problemas, condición de salud o enfermedades? — Trastorno del espectro autista (nota al encuestador: diagnóstico médico tradicional)",p4_6_1_h == 1 (Sí); 2 = No; 8 = No sabe y 9 = No responde (perdidos),primary,w_personas_cal,varstrat,varunit,4989,6,0.0013599087566042,proportion (0-1) of persons in domain,0.0007221615084138,0.0004776298027119,0.0038656325611836,"logit, t with df = PSU - strata (Taylor linearisation)",3618.933822631836,2661159.2910604477,persons (survey expansion weights),1.9158584096780895,0.5310367367713137,254,350,96,imprecise,"DEFF = 1.92 (varianza de diseño / varianza MAS con el mismo n no ponderado y p del dominio); EE relativo = 53.1 %; imprecise: menos de 30 casos no ponderados, usar solo como orden de magnitud; EE relativo > 30 %",imprecise,imprecise,"Fewer than30 unweighted positives OR relative standard error greater than30%; an editorial caution, not exclusion."
ENCAVI 15+: diagnóstico de trastorno del espectro autista (sensibilidad: No sabe/No responde = no diagnosticado),Todas las personas de 15 años o más de la base (16.590); 8/9 contados como no diagnosticados,total,total,ENCAVI 2023-2024,2023-2024,both,ENCAVI_2023_2024.dta,8616caea4441fbc4cc19b1363257dc1d11c72330e3e9efe7aa502824efb95039,manual_base_ENCAVI_2023_2024.pdf; cuestionario_ENCAVI_2023_2024.pdf,study/pipeline/04_surveys.py,Idéntico en con_rett y sin_rett: el ítem de diagnóstico no separa el síndrome de Rett,"Personas 15+ (módulo 4, salud)",p4_6_1_h,"4.6 Actualmente, ¿Ud. ha sido diagnosticado con alguno de los siguientes problemas, condición de salud o enfermedades? — Trastorno del espectro autista (nota al encuestador: diagnóstico médico tradicional)",p4_6_1_h == 1 (Sí); 2 = No; 8 = No sabe y 9 = No responde (perdidos),sensitivity,w_personas_cal,varstrat,varunit,16590,80,0.0070708658951918,proportion (0-1) of persons in domain,0.0012644926858553,0.0049699387109362,0.010050940671387,"logit, t with df = PSU - strata (Taylor linearisation)",114816.87545013428,16238021.927160265,persons (survey expansion weights),3.7782281106941342,0.1788313771747766,254,350,96,adequate,DEFF = 3.78 (varianza de diseño / varianza MAS con el mismo n no ponderado y p del dominio); EE relativo = 17.9 %; adecuado según el umbral de 30 casos no ponderados,adequate,adequate,"Fewer than30 unweighted positives OR relative standard error greater than30%; an editorial caution, not exclusion."
ENCAVI 15+ con diagnóstico de TEA: ha recibido o está en tratamiento médico,Personas 15+ con p4_6_1_h == 1 y respuesta válida en p4_6_2_h (1/2); 9 No responde excluido,total,total,ENCAVI 2023-2024,2023-2024,both,ENCAVI_2023_2024.dta,8616caea4441fbc4cc19b1363257dc1d11c72330e3e9efe7aa502824efb95039,manual_base_ENCAVI_2023_2024.pdf; cuestionario_ENCAVI_2023_2024.pdf,study/pipeline/04_surveys.py,Idéntico en con_rett y sin_rett: el ítem de diagnóstico no separa el síndrome de Rett,"Personas 15+ (módulo 4, salud)",p4_6_2_h,4.6 ¿Y para cuál de ellos ha recibido o está en tratamiento médico? — Trastorno del espectro autista,p4_6_2_h == 1 (Sí); 2 = No; 8/9 perdidos; ítem aplicado solo si p4_6_1_h == 1,secondary,w_personas_cal,varstrat,varunit,79,43,0.5303850287873567,proportion (0-1) of persons in domain,0.0862675012126413,0.3634568490626261,0.6907807177187448,"logit, t with df = PSU - strata (Taylor linearisation)",60311.95471954346,113713.53157806396,persons (survey expansion weights),2.3604148496877606,0.1626507094475849,254,350,96,adequate,DEFF = 2.36 (varianza de diseño / varianza MAS con el mismo n no ponderado y p del dominio); EE relativo = 16.3 %; adecuado según el umbral de 30 casos no ponderados,adequate,adequate,"Fewer than30 unweighted positives OR relative standard error greater than30%; an editorial caution, not exclusion."
