era,definition,sex,age_group,comuna_norm,persons
2021-2024,TEA_operacional,HOMBRE,20-24,CALBUCO,1
2021-2024,TEA_operacional,HOMBRE,20-24,CALERA,2
2021-2024,TEA_operacional,HOMBRE,20-24,CALERA DE TANGO,2
2021-2024,TEA_operacional,HOMBRE,20-24,CALLE LARGA,1
2021-2024,TEA_operacional,HOMBRE,20-24,CARTAGENA,2
2021-2024,TEA_operacional,HOMBRE,20-24,CASABLANCA,1
2021-2024,TEA_operacional,HOMBRE,20-24,CASTRO,3
2021-2024,TEA_operacional,HOMBRE,20-24,CAUQUENES,1
2021-2024,TEA_operacional,HOMBRE,20-24,CERRILLOS,2
2021-2024,TEA_operacional,HOMBRE,20-24,CHANARAL,1
2021-2024,TEA_operacional,HOMBRE,20-24,CHEPICA,1
2021-2024,TEA_operacional,HOMBRE,20-24,CHIGUAYANTE,3
2021-2024,TEA_operacional,HOMBRE,20-24,CHILLAN,8
2021-2024,TEA_operacional,HOMBRE,20-24,CHILLAN VIEJO,1
2021-2024,TEA_operacional,HOMBRE,20-24,CHIMBARONGO,1
2021-2024,TEA_operacional,HOMBRE,20-24,COIHAIQUE,4
2021-2024,TEA_operacional,HOMBRE,20-24,COIHUECO,1
2021-2024,TEA_operacional,HOMBRE,20-24,COLBUN,1
2021-2024,TEA_operacional,HOMBRE,20-24,COLINA,2
2021-2024,TEA_operacional,HOMBRE,20-24,CONCEPCION,6
2021-2024,TEA_operacional,HOMBRE,20-24,CONCHALI,1
2021-2024,TEA_operacional,HOMBRE,20-24,CONSTITUCION,1
2021-2024,TEA_operacional,HOMBRE,20-24,COPIAPO,1
2021-2024,TEA_operacional,HOMBRE,20-24,COQUIMBO,11
2021-2024,TEA_operacional,HOMBRE,20-24,CORONEL,3
2021-2024,TEA_operacional,HOMBRE,20-24,CURANILAHUE,1
2021-2024,TEA_operacional,HOMBRE,20-24,CURICO,2
2021-2024,TEA_operacional,HOMBRE,20-24,DIEGO DE ALMAGRO,1
2021-2024,TEA_operacional,HOMBRE,20-24,DONIHUE,1
2021-2024,TEA_operacional,HOMBRE,20-24,EL BOSQUE,6
2021-2024,TEA_operacional,HOMBRE,20-24,ESTACION CENTRAL,4
2021-2024,TEA_operacional,HOMBRE,20-24,FREIRE,1
2021-2024,TEA_operacional,HOMBRE,20-24,FUTALEUFU,1
2021-2024,TEA_operacional,HOMBRE,20-24,GALVARINO,1
2021-2024,TEA_operacional,HOMBRE,20-24,HUALPEN,2
2021-2024,TEA_operacional,HOMBRE,20-24,HUASCO,1
2021-2024,TEA_operacional,HOMBRE,20-24,IQUIQUE,11
2021-2024,TEA_operacional,HOMBRE,20-24,ISLA DE MAIPO,1
2021-2024,TEA_operacional,HOMBRE,20-24,LA CRUZ,1
2021-2024,TEA_operacional,HOMBRE,20-24,LA FLORIDA,4
2021-2024,TEA_operacional,HOMBRE,20-24,LA GRANJA,2
2021-2024,TEA_operacional,HOMBRE,20-24,LA PINTANA,2
2021-2024,TEA_operacional,HOMBRE,20-24,LA REINA,1
2021-2024,TEA_operacional,HOMBRE,20-24,LA SERENA,6
2021-2024,TEA_operacional,HOMBRE,20-24,LAMPA,2
2021-2024,TEA_operacional,HOMBRE,20-24,LAS CONDES,3
2021-2024,TEA_operacional,HOMBRE,20-24,LAUTARO,4
2021-2024,TEA_operacional,HOMBRE,20-24,LINARES,1
2021-2024,TEA_operacional,HOMBRE,20-24,LLAILLAY,2
2021-2024,TEA_operacional,HOMBRE,20-24,LLANQUIHUE,1
2021-2024,TEA_operacional,HOMBRE,20-24,LO ESPEJO,2
2021-2024,TEA_operacional,HOMBRE,20-24,LONGAVI,1
2021-2024,TEA_operacional,HOMBRE,20-24,LOS ANGELES,10
2021-2024,TEA_operacional,HOMBRE,20-24,LOTA,1
2021-2024,TEA_operacional,HOMBRE,20-24,LUMACO,1
2021-2024,TEA_operacional,HOMBRE,20-24,MACHALI,2
2021-2024,TEA_operacional,HOMBRE,20-24,MACUL,2
2021-2024,TEA_operacional,HOMBRE,20-24,MAIPU,10
2021-2024,TEA_operacional,HOMBRE,20-24,MARIQUINA,1
2021-2024,TEA_operacional,HOMBRE,20-24,MELIPEUCO,1
2021-2024,TEA_operacional,HOMBRE,20-24,MELIPILLA,3
2021-2024,TEA_operacional,HOMBRE,20-24,MOLINA,1
2021-2024,TEA_operacional,HOMBRE,20-24,MULCHEN,1
2021-2024,TEA_operacional,HOMBRE,20-24,NACIMIENTO,1
2021-2024,TEA_operacional,HOMBRE,20-24,NUEVA IMPERIAL,2
2021-2024,TEA_operacional,HOMBRE,20-24,NUNOA,3
2021-2024,TEA_operacional,HOMBRE,20-24,OSORNO,6
2021-2024,TEA_operacional,HOMBRE,20-24,OVALLE,2
2021-2024,TEA_operacional,HOMBRE,20-24,PADRE HURTADO,4
2021-2024,TEA_operacional,HOMBRE,20-24,PADRE LAS CASAS,2
2021-2024,TEA_operacional,HOMBRE,20-24,PAINE,1
2021-2024,TEA_operacional,HOMBRE,20-24,PALMILLA,1
2021-2024,TEA_operacional,HOMBRE,20-24,PARRAL,2
2021-2024,TEA_operacional,HOMBRE,20-24,PEDRO AGUIRRE CERDA,1
2021-2024,TEA_operacional,HOMBRE,20-24,PENAFLOR,1
2021-2024,TEA_operacional,HOMBRE,20-24,PENALOLEN,6
2021-2024,TEA_operacional,HOMBRE,20-24,PENCO,2
2021-2024,TEA_operacional,HOMBRE,20-24,PERQUENCO,1
2021-2024,TEA_operacional,HOMBRE,20-24,PICHILEMU,1
2021-2024,TEA_operacional,HOMBRE,20-24,PIRQUE,2
2021-2024,TEA_operacional,HOMBRE,20-24,PITRUFQUEN,2
2021-2024,TEA_operacional,HOMBRE,20-24,POZO ALMONTE,1
2021-2024,TEA_operacional,HOMBRE,20-24,PUCHUNCAVI,1
2021-2024,TEA_operacional,HOMBRE,20-24,PUCON,1
2021-2024,TEA_operacional,HOMBRE,20-24,PUDAHUEL,1
2021-2024,TEA_operacional,HOMBRE,20-24,PUENTE ALTO,28
2021-2024,TEA_operacional,HOMBRE,20-24,PUERTO MONTT,10
2021-2024,TEA_operacional,HOMBRE,20-24,PUERTO OCTAY,1
2021-2024,TEA_operacional,HOMBRE,20-24,PUERTO VARAS,2
2021-2024,TEA_operacional,HOMBRE,20-24,PUNTA ARENAS,8
2021-2024,TEA_operacional,HOMBRE,20-24,PUQUELDON,1
2021-2024,TEA_operacional,HOMBRE,20-24,PUREN,1
2021-2024,TEA_operacional,HOMBRE,20-24,PUTAENDO,1
2021-2024,TEA_operacional,HOMBRE,20-24,QUILICURA,3
2021-2024,TEA_operacional,HOMBRE,20-24,QUILLOTA,3
2021-2024,TEA_operacional,HOMBRE,20-24,QUILPUE,4
2021-2024,TEA_operacional,HOMBRE,20-24,QUINTA DE TILCOCO,1
2021-2024,TEA_operacional,HOMBRE,20-24,QUINTA NORMAL,3
2021-2024,TEA_operacional,HOMBRE,20-24,QUIRIHUE,1
2021-2024,TEA_operacional,HOMBRE,20-24,RANCAGUA,3
2021-2024,TEA_operacional,HOMBRE,20-24,RECOLETA,1
2021-2024,TEA_operacional,HOMBRE,20-24,RENCA,1
2021-2024,TEA_operacional,HOMBRE,20-24,REQUINOA,2
2021-2024,TEA_operacional,HOMBRE,20-24,RIO CLARO,1
2021-2024,TEA_operacional,HOMBRE,20-24,SAAVEDRA,2
2021-2024,TEA_operacional,HOMBRE,20-24,SALAMANCA,1
2021-2024,TEA_operacional,HOMBRE,20-24,SAN ANTONIO,4
2021-2024,TEA_operacional,HOMBRE,20-24,SAN BERNARDO,3
2021-2024,TEA_operacional,HOMBRE,20-24,SAN CARLOS,2
2021-2024,TEA_operacional,HOMBRE,20-24,SAN FELIPE,2
2021-2024,TEA_operacional,HOMBRE,20-24,SAN FERNANDO,5
2021-2024,TEA_operacional,HOMBRE,20-24,SAN JOAQUIN,2
2021-2024,TEA_operacional,HOMBRE,20-24,SAN PEDRO DE ATACAMA,1
2021-2024,TEA_operacional,HOMBRE,20-24,SAN PEDRO DE LA PAZ,1
2021-2024,TEA_operacional,HOMBRE,20-24,SAN RAMON,2
2021-2024,TEA_operacional,HOMBRE,20-24,SANTA CRUZ,1
2021-2024,TEA_operacional,HOMBRE,20-24,SANTIAGO,3
2021-2024,TEA_operacional,HOMBRE,20-24,TALAGANTE,2
2021-2024,TEA_operacional,HOMBRE,20-24,TALCA,2
2021-2024,TEA_operacional,HOMBRE,20-24,TALCAHUANO,12
2021-2024,TEA_operacional,HOMBRE,20-24,TEMUCO,12
2021-2024,TEA_operacional,HOMBRE,20-24,TIERRA AMARILLA,1
2021-2024,TEA_operacional,HOMBRE,20-24,TOCOPILLA,1
2021-2024,TEA_operacional,HOMBRE,20-24,TOME,1
2021-2024,TEA_operacional,HOMBRE,20-24,VALDIVIA,4
2021-2024,TEA_operacional,HOMBRE,20-24,VALLENAR,2
2021-2024,TEA_operacional,HOMBRE,20-24,VALPARAISO,9
2021-2024,TEA_operacional,HOMBRE,20-24,VICTORIA,4
2021-2024,TEA_operacional,HOMBRE,20-24,VILCUN,1
2021-2024,TEA_operacional,HOMBRE,20-24,VILLA ALEMANA,3
2021-2024,TEA_operacional,HOMBRE,20-24,VINA DEL MAR,11
2021-2024,TEA_operacional,HOMBRE,20-24,YERBAS BUENAS,1
2021-2024,TEA_operacional,HOMBRE,25-29,AISEN,1
2021-2024,TEA_operacional,HOMBRE,25-29,ALTO HOSPICIO,1
2021-2024,TEA_operacional,HOMBRE,25-29,ANGOL,3
2021-2024,TEA_operacional,HOMBRE,25-29,ANTOFAGASTA,7
2021-2024,TEA_operacional,HOMBRE,25-29,ARICA,8
2021-2024,TEA_operacional,HOMBRE,25-29,BULNES,1
2021-2024,TEA_operacional,HOMBRE,25-29,CABILDO,1
2021-2024,TEA_operacional,HOMBRE,25-29,CALAMA,2
2021-2024,TEA_operacional,HOMBRE,25-29,CALBUCO,1
2021-2024,TEA_operacional,HOMBRE,25-29,CATEMU,1
2021-2024,TEA_operacional,HOMBRE,25-29,CERRILLOS,1
2021-2024,TEA_operacional,HOMBRE,25-29,CERRO NAVIA,3
2021-2024,TEA_operacional,HOMBRE,25-29,CHANCO,1
2021-2024,TEA_operacional,HOMBRE,25-29,CHIGUAYANTE,2
2021-2024,TEA_operacional,HOMBRE,25-29,CHILLAN,8
2021-2024,TEA_operacional,HOMBRE,25-29,COBQUECURA,1
2021-2024,TEA_operacional,HOMBRE,25-29,COIHAIQUE,1
2021-2024,TEA_operacional,HOMBRE,25-29,COLBUN,1
2021-2024,TEA_operacional,HOMBRE,25-29,COLTAUCO,1
2021-2024,TEA_operacional,HOMBRE,25-29,COMBARBALA,1
2021-2024,TEA_operacional,HOMBRE,25-29,CONCEPCION,8
2021-2024,TEA_operacional,HOMBRE,25-29,CONSTITUCION,2
2021-2024,TEA_operacional,HOMBRE,25-29,COPIAPO,2
2021-2024,TEA_operacional,HOMBRE,25-29,COQUIMBO,8
2021-2024,TEA_operacional,HOMBRE,25-29,CORONEL,1
2021-2024,TEA_operacional,HOMBRE,25-29,CUNCO,1
2021-2024,TEA_operacional,HOMBRE,25-29,CURACAVI,1
2021-2024,TEA_operacional,HOMBRE,25-29,EL BOSQUE,3
2021-2024,TEA_operacional,HOMBRE,25-29,EL MONTE,3
2021-2024,TEA_operacional,HOMBRE,25-29,ESTACION CENTRAL,1
2021-2024,TEA_operacional,HOMBRE,25-29,GORBEA,1
2021-2024,TEA_operacional,HOMBRE,25-29,GRANEROS,1
2021-2024,TEA_operacional,HOMBRE,25-29,HUALPEN,2
2021-2024,TEA_operacional,HOMBRE,25-29,HUALQUI,1
2021-2024,TEA_operacional,HOMBRE,25-29,HUECHURABA,1
2021-2024,TEA_operacional,HOMBRE,25-29,INDEPENDENCIA,2
2021-2024,TEA_operacional,HOMBRE,25-29,IQUIQUE,2
2021-2024,TEA_operacional,HOMBRE,25-29,ISLA DE MAIPO,2
2021-2024,TEA_operacional,HOMBRE,25-29,LA CISTERNA,1
2021-2024,TEA_operacional,HOMBRE,25-29,LA FLORIDA,5
2021-2024,TEA_operacional,HOMBRE,25-29,LA GRANJA,3
2021-2024,TEA_operacional,HOMBRE,25-29,LA PINTANA,2
2021-2024,TEA_operacional,HOMBRE,25-29,LA SERENA,4
2021-2024,TEA_operacional,HOMBRE,25-29,LIMACHE,1
2021-2024,TEA_operacional,HOMBRE,25-29,LINARES,2
2021-2024,TEA_operacional,HOMBRE,25-29,LLANQUIHUE,1
2021-2024,TEA_operacional,HOMBRE,25-29,LOS ANDES,1
2021-2024,TEA_operacional,HOMBRE,25-29,LOS ANGELES,7
2021-2024,TEA_operacional,HOMBRE,25-29,LOS LAGOS,1
2021-2024,TEA_operacional,HOMBRE,25-29,LOS MUERMOS,1
2021-2024,TEA_operacional,HOMBRE,25-29,LOS VILOS,1
2021-2024,TEA_operacional,HOMBRE,25-29,LOTA,1
2021-2024,TEA_operacional,HOMBRE,25-29,MACUL,2
2021-2024,TEA_operacional,HOMBRE,25-29,MAIPU,5
2021-2024,TEA_operacional,HOMBRE,25-29,MARIQUINA,2
2021-2024,TEA_operacional,HOMBRE,25-29,MAULE,1
2021-2024,TEA_operacional,HOMBRE,25-29,MELIPILLA,1
2021-2024,TEA_operacional,HOMBRE,25-29,NUEVA IMPERIAL,1
2021-2024,TEA_operacional,HOMBRE,25-29,NUNOA,1
2021-2024,TEA_operacional,HOMBRE,25-29,OSORNO,2
2021-2024,TEA_operacional,HOMBRE,25-29,PADRE HURTADO,1
2021-2024,TEA_operacional,HOMBRE,25-29,PAILLACO,1
2021-2024,TEA_operacional,HOMBRE,25-29,PAINE,1
2021-2024,TEA_operacional,HOMBRE,25-29,PANQUEHUE,1
2021-2024,TEA_operacional,HOMBRE,25-29,PEDRO AGUIRRE CERDA,2
2021-2024,TEA_operacional,HOMBRE,25-29,PENALOLEN,1
2021-2024,TEA_operacional,HOMBRE,25-29,PENCO,2
2021-2024,TEA_operacional,HOMBRE,25-29,PEUMO,1
2021-2024,TEA_operacional,HOMBRE,25-29,PICHILEMU,1
2021-2024,TEA_operacional,HOMBRE,25-29,PUCON,1
2021-2024,TEA_operacional,HOMBRE,25-29,PUDAHUEL,3
2021-2024,TEA_operacional,HOMBRE,25-29,PUENTE ALTO,4
2021-2024,TEA_operacional,HOMBRE,25-29,PUERTO MONTT,6
2021-2024,TEA_operacional,HOMBRE,25-29,PUNTA ARENAS,8
2021-2024,TEA_operacional,HOMBRE,25-29,PUTAENDO,1
2021-2024,TEA_operacional,HOMBRE,25-29,QUILICURA,1
2021-2024,TEA_operacional,HOMBRE,25-29,QUILLOTA,4
2021-2024,TEA_operacional,HOMBRE,25-29,QUILPUE,2
2021-2024,TEA_operacional,HOMBRE,25-29,QUINTA NORMAL,2
2021-2024,TEA_operacional,HOMBRE,25-29,RANCAGUA,4
2021-2024,TEA_operacional,HOMBRE,25-29,RECOLETA,1
2021-2024,TEA_operacional,HOMBRE,25-29,RENCA,2
2021-2024,TEA_operacional,HOMBRE,25-29,SAAVEDRA,1
2021-2024,TEA_operacional,HOMBRE,25-29,SAN BERNARDO,4
2021-2024,TEA_operacional,HOMBRE,25-29,SAN FELIPE,2
2021-2024,TEA_operacional,HOMBRE,25-29,SAN FERNANDO,3
2021-2024,TEA_operacional,HOMBRE,25-29,SAN JOAQUIN,3
2021-2024,TEA_operacional,HOMBRE,25-29,SAN MIGUEL,1
2021-2024,TEA_operacional,HOMBRE,25-29,SAN PEDRO DE LA PAZ,5
2021-2024,TEA_operacional,HOMBRE,25-29,SAN VICENTE,1
2021-2024,TEA_operacional,HOMBRE,25-29,SANTIAGO,2
2021-2024,TEA_operacional,HOMBRE,25-29,TALCA,2
2021-2024,TEA_operacional,HOMBRE,25-29,TALCAHUANO,5
2021-2024,TEA_operacional,HOMBRE,25-29,TEMUCO,2
2021-2024,TEA_operacional,HOMBRE,25-29,TOCOPILLA,1
2021-2024,TEA_operacional,HOMBRE,25-29,TOME,2
2021-2024,TEA_operacional,HOMBRE,25-29,VALDIVIA,2
2021-2024,TEA_operacional,HOMBRE,25-29,VALPARAISO,8
2021-2024,TEA_operacional,HOMBRE,25-29,VICUNA,1
2021-2024,TEA_operacional,HOMBRE,25-29,VILLA ALEMANA,2
2021-2024,TEA_operacional,HOMBRE,25-29,VILLARRICA,2
2021-2024,TEA_operacional,HOMBRE,25-29,VINA DEL MAR,4
2021-2024,TEA_operacional,HOMBRE,25-29,YUMBEL,1
2021-2024,TEA_operacional,HOMBRE,30-34,ALTO BIOBIO,1
2021-2024,TEA_operacional,HOMBRE,30-34,ALTO HOSPICIO,1
2021-2024,TEA_operacional,HOMBRE,30-34,ANTOFAGASTA,3
2021-2024,TEA_operacional,HOMBRE,30-34,ARICA,5
2021-2024,TEA_operacional,HOMBRE,30-34,BUIN,1
2021-2024,TEA_operacional,HOMBRE,30-34,CALAMA,2
2021-2024,TEA_operacional,HOMBRE,30-34,CARAHUE,1
2021-2024,TEA_operacional,HOMBRE,30-34,CASABLANCA,1
2021-2024,TEA_operacional,HOMBRE,30-34,CAUQUENES,1
2021-2024,TEA_operacional,HOMBRE,30-34,CHEPICA,1
2021-2024,TEA_operacional,HOMBRE,30-34,CHILLAN,6
2021-2024,TEA_operacional,HOMBRE,30-34,CHILLAN VIEJO,1
2021-2024,TEA_operacional,HOMBRE,30-34,COIHAIQUE,1
2021-2024,TEA_operacional,HOMBRE,30-34,COIHUECO,1
2021-2024,TEA_operacional,HOMBRE,30-34,COLBUN,1
2021-2024,TEA_operacional,HOMBRE,30-34,COLINA,1
2021-2024,TEA_operacional,HOMBRE,30-34,CONCEPCION,1
2021-2024,TEA_operacional,HOMBRE,30-34,CONCHALI,2
2021-2024,TEA_operacional,HOMBRE,30-34,COPIAPO,1
2021-2024,TEA_operacional,HOMBRE,30-34,COQUIMBO,2
2021-2024,TEA_operacional,HOMBRE,30-34,CORONEL,2
2021-2024,TEA_operacional,HOMBRE,30-34,CURACO DE VELEZ,1
2021-2024,TEA_operacional,HOMBRE,30-34,CURICO,1
2021-2024,TEA_operacional,HOMBRE,30-34,EL MONTE,1
2021-2024,TEA_operacional,HOMBRE,30-34,EL QUISCO,1
2021-2024,TEA_operacional,HOMBRE,30-34,ESTACION CENTRAL,1
2021-2024,TEA_operacional,HOMBRE,30-34,HUALPEN,3
2021-2024,TEA_operacional,HOMBRE,30-34,ILLAPEL,1
2021-2024,TEA_operacional,HOMBRE,30-34,INDEPENDENCIA,1
2021-2024,TEA_operacional,HOMBRE,30-34,IQUIQUE,6
2021-2024,TEA_operacional,HOMBRE,30-34,LA FLORIDA,4
2021-2024,TEA_operacional,HOMBRE,30-34,LA PINTANA,1
2021-2024,TEA_operacional,HOMBRE,30-34,LA REINA,2
2021-2024,TEA_operacional,HOMBRE,30-34,LA SERENA,1
2021-2024,TEA_operacional,HOMBRE,30-34,LAJA,1
2021-2024,TEA_operacional,HOMBRE,30-34,LAMPA,1
2021-2024,TEA_operacional,HOMBRE,30-34,LIMACHE,1
2021-2024,TEA_operacional,HOMBRE,30-34,LOS ANGELES,3
2021-2024,TEA_operacional,HOMBRE,30-34,LOS MUERMOS,1
2021-2024,TEA_operacional,HOMBRE,30-34,LOTA,2
2021-2024,TEA_operacional,HOMBRE,30-34,MACHALI,1
2021-2024,TEA_operacional,HOMBRE,30-34,MACUL,2
2021-2024,TEA_operacional,HOMBRE,30-34,MAIPU,1
2021-2024,TEA_operacional,HOMBRE,30-34,MAULE,1
2021-2024,TEA_operacional,HOMBRE,30-34,NACIMIENTO,1
2021-2024,TEA_operacional,HOMBRE,30-34,NUEVA IMPERIAL,1
2021-2024,TEA_operacional,HOMBRE,30-34,PAINE,3
2021-2024,TEA_operacional,HOMBRE,30-34,PARRAL,1
2021-2024,TEA_operacional,HOMBRE,30-34,PENAFLOR,1
2021-2024,TEA_operacional,HOMBRE,30-34,PENALOLEN,2
2021-2024,TEA_operacional,HOMBRE,30-34,PICHILEMU,1
2021-2024,TEA_operacional,HOMBRE,30-34,PROVIDENCIA,2
2021-2024,TEA_operacional,HOMBRE,30-34,PUCON,1
2021-2024,TEA_operacional,HOMBRE,30-34,PUDAHUEL,2
2021-2024,TEA_operacional,HOMBRE,30-34,PUENTE ALTO,7
2021-2024,TEA_operacional,HOMBRE,30-34,PUERTO MONTT,1
2021-2024,TEA_operacional,HOMBRE,30-34,PUNTA ARENAS,1
2021-2024,TEA_operacional,HOMBRE,30-34,QUELLON,1
2021-2024,TEA_operacional,HOMBRE,30-34,QUEMCHI,1
2021-2024,TEA_operacional,HOMBRE,30-34,QUILICURA,2
2021-2024,TEA_operacional,HOMBRE,30-34,QUILPUE,1
2021-2024,TEA_operacional,HOMBRE,30-34,QUINTERO,1
2021-2024,TEA_operacional,HOMBRE,30-34,RANCAGUA,2
2021-2024,TEA_operacional,HOMBRE,30-34,RENCA,1
2021-2024,TEA_operacional,HOMBRE,30-34,SAN BERNARDO,1
2021-2024,TEA_operacional,HOMBRE,30-34,SAN CARLOS,1
2021-2024,TEA_operacional,HOMBRE,30-34,SAN CLEMENTE,2
2021-2024,TEA_operacional,HOMBRE,30-34,SAN JAVIER,1
2021-2024,TEA_operacional,HOMBRE,30-34,SANTIAGO,1
2021-2024,TEA_operacional,HOMBRE,30-34,TALAGANTE,3
2021-2024,TEA_operacional,HOMBRE,30-34,TALCA,5
2021-2024,TEA_operacional,HOMBRE,30-34,TALCAHUANO,5
2021-2024,TEA_operacional,HOMBRE,30-34,TEMUCO,7
2021-2024,TEA_operacional,HOMBRE,30-34,TILTIL,1
2021-2024,TEA_operacional,HOMBRE,30-34,TOME,1
2021-2024,TEA_operacional,HOMBRE,30-34,VALDIVIA,2
2021-2024,TEA_operacional,HOMBRE,30-34,VALPARAISO,4
2021-2024,TEA_operacional,HOMBRE,30-34,VILLARRICA,1
2021-2024,TEA_operacional,HOMBRE,30-34,VINA DEL MAR,1
2021-2024,TEA_operacional,HOMBRE,35-39,AISEN,1
2021-2024,TEA_operacional,HOMBRE,35-39,ANTOFAGASTA,1
2021-2024,TEA_operacional,HOMBRE,35-39,ARICA,2
2021-2024,TEA_operacional,HOMBRE,35-39,CARAHUE,1
2021-2024,TEA_operacional,HOMBRE,35-39,COIHAIQUE,2
2021-2024,TEA_operacional,HOMBRE,35-39,COLINA,1
2021-2024,TEA_operacional,HOMBRE,35-39,CONCEPCION,4
2021-2024,TEA_operacional,HOMBRE,35-39,COPIAPO,1
2021-2024,TEA_operacional,HOMBRE,35-39,COQUIMBO,1
2021-2024,TEA_operacional,HOMBRE,35-39,CURICO,1
2021-2024,TEA_operacional,HOMBRE,35-39,ERCILLA,1
2021-2024,TEA_operacional,HOMBRE,35-39,FUTALEUFU,1
2021-2024,TEA_operacional,HOMBRE,35-39,HUALPEN,1
2021-2024,TEA_operacional,HOMBRE,35-39,HUECHURABA,1
2021-2024,TEA_operacional,HOMBRE,35-39,IQUIQUE,3
2021-2024,TEA_operacional,HOMBRE,35-39,ISLA DE MAIPO,1
2021-2024,TEA_operacional,HOMBRE,35-39,LA CISTERNA,1
2021-2024,TEA_operacional,HOMBRE,35-39,LA CRUZ,1
2021-2024,TEA_operacional,HOMBRE,35-39,LA FLORIDA,4
2021-2024,TEA_operacional,HOMBRE,35-39,LA GRANJA,1
2021-2024,TEA_operacional,HOMBRE,35-39,LA PINTANA,1
2021-2024,TEA_operacional,HOMBRE,35-39,LA SERENA,1
2021-2024,TEA_operacional,HOMBRE,35-39,LAMPA,1
2021-2024,TEA_operacional,HOMBRE,35-39,LANCO,1
2021-2024,TEA_operacional,HOMBRE,35-39,LITUECHE,1
2021-2024,TEA_operacional,HOMBRE,35-39,LO PRADO,1
2021-2024,TEA_operacional,HOMBRE,35-39,LOS ANDES,2
2021-2024,TEA_operacional,HOMBRE,35-39,LOTA,1
2021-2024,TEA_operacional,HOMBRE,35-39,MACUL,1
2021-2024,TEA_operacional,HOMBRE,35-39,MAIPU,3
2021-2024,TEA_operacional,HOMBRE,35-39,MARCHIHUE,1
2021-2024,TEA_operacional,HOMBRE,35-39,MELIPILLA,1
2021-2024,TEA_operacional,HOMBRE,35-39,OLIVAR,1
2021-2024,TEA_operacional,HOMBRE,35-39,OSORNO,3
2021-2024,TEA_operacional,HOMBRE,35-39,OVALLE,1
2021-2024,TEA_operacional,HOMBRE,35-39,PAINE,1
2021-2024,TEA_operacional,HOMBRE,35-39,PARRAL,1
2021-2024,TEA_operacional,HOMBRE,35-39,PROVIDENCIA,1
2021-2024,TEA_operacional,HOMBRE,35-39,PUENTE ALTO,2
2021-2024,TEA_operacional,HOMBRE,35-39,QUILPUE,1
2021-2024,TEA_operacional,HOMBRE,35-39,RAUCO,1
2021-2024,TEA_operacional,HOMBRE,35-39,SAN CARLOS,1
2021-2024,TEA_operacional,HOMBRE,35-39,SAN FELIPE,1
2021-2024,TEA_operacional,HOMBRE,35-39,SANTA CRUZ,1
2021-2024,TEA_operacional,HOMBRE,35-39,SANTIAGO,3
2021-2024,TEA_operacional,HOMBRE,35-39,TALAGANTE,1
2021-2024,TEA_operacional,HOMBRE,35-39,TALCA,1
2021-2024,TEA_operacional,HOMBRE,35-39,TALCAHUANO,4
2021-2024,TEA_operacional,HOMBRE,35-39,TEMUCO,5
2021-2024,TEA_operacional,HOMBRE,35-39,TOME,1
2021-2024,TEA_operacional,HOMBRE,35-39,VALLENAR,1
2021-2024,TEA_operacional,HOMBRE,35-39,VALPARAISO,3
2021-2024,TEA_operacional,HOMBRE,35-39,VICUNA,2
2021-2024,TEA_operacional,HOMBRE,35-39,VINA DEL MAR,1
2021-2024,TEA_operacional,HOMBRE,40-44,ANTOFAGASTA,1
2021-2024,TEA_operacional,HOMBRE,40-44,ARICA,2
2021-2024,TEA_operacional,HOMBRE,40-44,CALAMA,1
2021-2024,TEA_operacional,HOMBRE,40-44,CALBUCO,1
2021-2024,TEA_operacional,HOMBRE,40-44,CALERA,1
2021-2024,TEA_operacional,HOMBRE,40-44,COLINA,1
2021-2024,TEA_operacional,HOMBRE,40-44,COPIAPO,1
2021-2024,TEA_operacional,HOMBRE,40-44,ESTACION CENTRAL,1
2021-2024,TEA_operacional,HOMBRE,40-44,HUECHURABA,1
2021-2024,TEA_operacional,HOMBRE,40-44,IQUIQUE,1
2021-2024,TEA_operacional,HOMBRE,40-44,LA FLORIDA,1
2021-2024,TEA_operacional,HOMBRE,40-44,LA GRANJA,1
2021-2024,TEA_operacional,HOMBRE,40-44,LA SERENA,2
2021-2024,TEA_operacional,HOMBRE,40-44,LAMPA,3
2021-2024,TEA_operacional,HOMBRE,40-44,LAUTARO,1
2021-2024,TEA_operacional,HOMBRE,40-44,LOS ANDES,1
2021-2024,TEA_operacional,HOMBRE,40-44,LOS ANGELES,2
2021-2024,TEA_operacional,HOMBRE,40-44,MAIPU,1
2021-2024,TEA_operacional,HOMBRE,40-44,MELIPILLA,1
2021-2024,TEA_operacional,HOMBRE,40-44,MOLINA,1
2021-2024,TEA_operacional,HOMBRE,40-44,NUNOA,1
2021-2024,TEA_operacional,HOMBRE,40-44,PENALOLEN,1
2021-2024,TEA_operacional,HOMBRE,40-44,PUDAHUEL,1
2021-2024,TEA_operacional,HOMBRE,40-44,PUNTA ARENAS,1
2021-2024,TEA_operacional,HOMBRE,40-44,QUILLOTA,1
2021-2024,TEA_operacional,HOMBRE,40-44,QUINTA NORMAL,1
2021-2024,TEA_operacional,HOMBRE,40-44,RANCAGUA,2
2021-2024,TEA_operacional,HOMBRE,40-44,SAN JOAQUIN,1
2021-2024,TEA_operacional,HOMBRE,40-44,SAN NICOLAS,1
2021-2024,TEA_operacional,HOMBRE,40-44,SANTIAGO,2
2021-2024,TEA_operacional,HOMBRE,40-44,TALCAHUANO,5
